海棠（宋·张勉窗）　　七言绝句　押支韵	小春破白惟梅耳，检点南枝花尚迟。自是天工薄寒素，东风先到海棠枝①。
瑞炭（宋·张勉窗）　　七言绝句　押寒韵	百条进自西凉国，易火难灰作瑞看。想得当时宫殿暖，不知门外有风寒①。
