偈（宋·释慧素）　　押队韵	一坏一不坏，笑杀观自在。师子蓦咬人，狂狗尽逐块。
临终偈（宋·释慧素）　　押纸韵	昨夜风雷忽尔，露柱生出两指。天明笑倒灯笼，拄杖依前扶起。拂子𨁝跳过流沙，夺转胡僧一②只履①。
