自紫极观过天柱（宋·陈良孙）　　七言绝句　押删韵	道在吾身宇宙宽，朝踰云岫暮云关。丹灵不服春风转，欲度世人那得閒。
雪中浴冷泉示诸友（宋·陈良孙）　　七言绝句	风鼓空林雪蔽山，身如铁石不知寒。尘埃岂是相随物，付与溪流出世间①。
