献张郎中（宋·龙靓）　　七言绝句　押麻韵	天与群芳十样葩，独分颜色不堪誇。牡丹芍药人题遍，自分身如鼓子花①。
送周韶落籍（宋·龙靓）　　七言绝句　押真韵	桃花流水本无尘，一落人间几度春。解佩暂酬交甫意，濯缨还作武陵人①。
