状元峰（宋·钟宿）　　七言绝句　押寒韵	马蹄一日遍长安，萤火鸡窗千载寒。从此锦衣归故里，文峰高并彩云端。
蜕龙洞（宋·钟宿）　　七言绝句　押寒韵	苍岩磊落任龙蟠，绵亘千年露未乾。一自为霖破壁去，至今风雨逼山寒①。
