桂花（宋·楚娘）　　七言绝句　押灰韵	丹桂迎风蓓蕾开，摘来斜插竟相偎。清香不与群芳并，仙种原从月里来①。
生查子 题壁间（宋·楚娘）	去年梅雪天，千里人归远。今岁雪梅天，千里人追怨。铁石作心肠，铁石刚犹软。江海比君恩，江海深犹浅。
