玉簪花（宋·郑大惠）　　七言绝句　押侵韵	玉色瓷盆绿柄深，夜凉移向小窗阴。儿童莫讶心难展，未展心时玉似簪①。
哀夏孝女（宋·郑大惠）	射生户，北山有虎何不射。岂不闻夏家有女年十五，随父樵薪入山坞，父行在前忽遭虎。女见父伤奋不惧，号泣逐之为虎语。逐之不已虎反顾，弃其父□衔女去。人言其父死亦苦，我言最苦是其女。想女失父逐虎时，眼不见虎惟见父。射生户，我今重告汝。汝之生，岂无父与母。勿谓官差尚犹豫，被尔甲兮张尔弩，况虎杀害人多天已怒。呜呼，虎害人多天若怒，天又何必使渠生下土①。
