使金和赵良嗣（宋·马扩）　　七言绝句　押寒韵	未见燕铭勒故山，耳闻殊议骨毛寒。愿君共事烹身语，易取皇家万世安①。
句（宋·马扩）	未敢此时非赵括，已愁他日类田丰（弃官归上吴宣抚敏）。
