屏山夜雪（宋·熊彦诗）　　五言绝句　押屑韵	夜深寒妥帖，前村人断绝。何许小茅茨，开门满山雪①。
句（宋·熊彦诗）　　押尤韵	湘里难为别，湘江易得秋①。
