书壁（宋·释宗振）　　七言绝句　押蒸韵	住在千峰最上层，年将耳顺任腾腾。免教名字挂人齿，甘作今朝百拙僧①。
酬人偈（宋·释宗振）　　押支韵	我有一机，直下示伊。青天霹雳，电卷星驰。德山临济，棒喝徒施。不传之妙，于汝何亏。
