清隐岩（宋·刘夔）　　五言绝句　押删韵	地迥隔尘寰，石门云闭关。幽人澹无事，白鹤相往还①。
句（宋·刘夔）　　押灰韵	题诗人已贵，衮路冠三台（题静游亭）。
