和余天开见寄（宋·余宏孙）　　七言绝句　押齐韵	春树君方吟渭北，林塘我已卜溪西。赏心乐事优游处，花自飞飞鸟自啼①。
和通山尹张松坡梦游庐山吟（宋·余宏孙）	我行匡庐鬓青青，往往大醉琵琶亭。归来老我二十载，惟有梦寐劳神形。有时遍历开先寺，老僧禅定齁齁睡。有时经过五柳家，秫香酒熟邀人醉。恍兮惚兮真若飞，高泊天池坐忘归。晴云漠漠披絮帽，白鹤冉冉来羽衣。方将餐霞炼颜色，觉来无失亦无得。何当整理下泽车，共逐双凫访真迹。
