题鹿苑寺壁间记鲁简肃公罗汉见梦事（宋·吴思齐）　　五言绝句　押敬韵	是法本平等，无怠亦无敬。如何證无生，却来见参政①。
拟古（宋·吴思齐）　　押庚韵	平原一遗老，九重未知名。临危观劲节，相视胆为惊。折陊犹举手，吁天闵无成。九陨期报国，万古犹光晶。亦有布衣人，烈烈死弥贞。回风惜往日，辉映岂独清。滔滔肉食辈，泚颡徒吞声。我闻同志士，野祭激高情。配享遗斯人，忧心每如酲①。
