颂古二首（宋·释善能）	古殿无人到者稀，蒲团端坐有谁知。不因院主通消息，争得寒光万里辉①。
偈（宋·释善能）　　押月韵	万古长空，一朝风月。不可以一朝风月昧却万古长空，不可以万古长空不明一朝风月①。
