寄陈聘君体常（宋·释有需）　　七言绝句　押寒韵	拂石跏趺树影宽，定回霜月照人寒。此时况味谁知得，写与秋藤居士看①。
石门歌（宋·释有需）	吾结草庵蔡溪侧，四顾峰峦皆峭壁。石门千仞锁天津，来者欲登那措足。住此庵中是何缘，不诗不颂亦不禅。饥来苦菜和根煮，叠石为床困即眠。日照诸峰阴羃羃，负暄孤坐情何适。驯伏珍禽趁不飞，猿猱扪我衣中虱。闲支瘦筇六七尺，山行野步扶危力。披云入草不辞劳，逢人打破修行窟。或停松，或坐石，静听溪泉漱鸣玉。源深洞邃来不休，声声奏尽无生曲。杂羽流商谁辨的，五音六律徒敲击。有时乘兴上高峰，大笑狂歌天地窄①。
