剑阁（宋·慕容佰才）　　七言绝句　押支韵	剑岭排峰鸟过迟，蜀贪秦诈事堪悲。若为社稷思长计，肯把干将自倒持①。
大剑山（宋·慕容佰才）　　五言排律　押麻韵	李势非嵎虎，公孙是井蛙。圣朝无外户，夷壤尽为家。叠嶂宁须铲，停鼖久废挝。原鳞生骆谷，钓驷入彭衙。关失千年壮，方来万里遐。商渊宁澒洞，使节偏谽谺。岑蔚谁惊鸟，丰茭自乐䴥。烽屯开雨雪，樵爨老烟霞。帝德朝宗地，仙游上汉槎。赏奇酬酒兴，摛藻谢诗葩。阶走枫林叶，窗催桕烛花。山亭无刻漏，隐几待鸣鸦①。
