偈八首（宋·释思慧）	板韵才终，鼓声三叠。人天交接，龙象回旋。祖佛家风，一时漏泄。
偈四首（宋·释思慧）	妙高山顶，云海茫茫。少室岩前，雪霜凛凛。齐腰独立，徒自苦疲。七日不逢，一场懡㦬。别峰相见，落在半途。只履西归，远之还矣。
