幸侍轺车敬赘严韵（宋·赵与㒇）　　七言绝句　押支韵	男儿有志事竟成，好把功名竹帛垂。今日舆图当混一，谁能重拭□□碑。
即事口占（宋·赵与㒇）　　七言绝句　押灰韵	生平梦不到浯溪，此日欣从使者来。天放一晴舒眼界，大江横上八樽罍①。
