嘉祐寺留别丕上人（宋·皮公弼）　　七言绝句　押庚韵	两年无惠及编氓，蜀道天难六月行。深羡高僧捐世累，竹风湖处听泉声①。
句（宋·皮公弼）　　押麻韵	壁山老守似僧家，无酒无歌度岁①华。
