答惠洪问住山 其一（宋·释怀志）　　七言绝句　押覃韵	万机俱罢付痴憨，踪迹常①容野鹿参。不脱麻衣拳作枕，几生梦在绿萝庵。
答惠洪问住山 其二（宋·释怀志）　　押遇韵	山中住，独掩柴门无别趣。三个①柴头品字煨，不用援毫文彩露②。
