漫成（宋·曹逢时）　　七言绝句　押庚韵	学书须学颜真卿，作诗须作陶渊明。其它泚笔本骫骳，便有风骨非天成①。
句（宋·曹逢时）　　押先韵	撩我思家第一篇①。
