刺陈贾（宋·淳熙太学生）　　七言绝句　押微韵	周公大圣独遭谤，元晦真贤亦被讥。堪叹古今两陈贾，如何都把圣贤非①。
诮陈贾（宋·淳熙太学生）　　七言绝句　押微韵	周公大圣犹遭谤，伊洛名贤亦被讥。堪叹古今两陈贾，如何专把圣贤非①。
