诗一首（宋·黄溁）　　七言绝句　押灰韵	半浓半淡四山景，快雨快晴三月雷。桥影不随流水去，渔歌偏带夕阳来。
题郑介夫祠（宋·黄溁）　　七言绝句　押真韵	当年不作南行客，他日应无北狩人。官似虱微言许大，肉如蚁饱道方伸①。
