新亭（宋·史正志）　　七言绝句　押尤韵	龙盘虎踞阻江流，割据由来起仲谋。从此但誇佳丽地，不知西北有神州。
黄陵题咏（宋·史正志）　　七言绝句　押删韵	玉驭苍梧去不还，泪痕泪竹尚斑斑。空传朱瑟流幽怨，谩许明珠解佩还。
