岩桂（宋·史绳祖）　　五言绝句　押阳韵	四出花中异，三开格外芳。名高评月品，韵胜霸秋香①。
红苋（宋·史绳祖）　　七言绝句　押真韵	易称红苋美柔英，夬决穷阴日旅辰。不以色红为贵尚，何因赤苋有仙人①。
