和徐渊子九日（宋·开禧朝士）　　七言绝句　押麻韵	呼儿为我整乌纱，不是无心学孟嘉。要摘金英满头插，明朝还是过时花①。
献韩平原生日（宋·开禧朝士）　　七言绝句　押麻韵	本是神仙服日华，而今癯瘁为王家。槐龙影转朝方退，閒却南园一院花①。
