使闽过延平（宋·刘震孙）　　七言绝句　押冬韵	川媚山辉宝气钟，尊尧而后几儒宗。往来但指龙津说，不道人中自有龙①。
贺新郎（宋·刘震孙）	怕绿野堂边，刘郎去后，谁伴老裴度。
