赠小苏（宋·关景仁）　　五言绝句　押虞韵	昔日闻苏小，今朝见小苏。未知苏小貌，得似小苏无①。
凫鹥亭（宋·关景仁）	古有凫鹥诗，喜物游太平。今见凫鹥乐，为作凫鹥亭。夜安洲渚栖，昼无罗网惊。群嬉固俦匹，适意相飞鸣。春风藻荇稠，夜雨波澜清。特以王泽深，遂此微物生。飞甍枕秦台，缭绕寒芜城。俯目瞰清泚，日羡凫鹥情。自惟县令暇，朝夕亲编氓。土瘠民半馁，役频民少宁。嗟尔多蹙迫，岂与凫鹥并。我心徒尔嗟，奈何存典刑。尔劳悯以恕，尔重移之轻。庶几皆有乐，共戴君聪明。民安令亦暇，临流解尘缨。卒岁可归去，白发南山耕①。
