梅花（宋·刘文晦）　　五言绝句	呼童汲景华，冷浸枝枝雪。伴我山中人，吟残半窗月。
种梅（宋·刘文晦）　　五言绝句　押屑韵	佳人天一方，岁暮音书绝。一枝持赠君，犹带去年雪①。
