华盖仙山院（宋·何薳）　　七言绝句　押元韵	旧闻山隐弥天释，几欲从谈不二门。寻到经窗收足座，却应宾主两忘言①。
章序臣得铜雀砚属余作诗（宋·何薳）	阿瞒恃奸雄，挟汉令天下。惜时无英豪，磔裂异肩踝。终令盗坏土，埏作三台瓦。虽云当涂高，会有食槽马。人愚瓦何罪，沦蛰翳梧槚。锡花封雨苔，鸳彩晦云罅。当时丹油去，实非谋诸野。因之好奇士，探琢助挥写。归参端歙材，坚泽未渠亚。章侯捐百金，访获从吾诧。兴亡何复论，徒足增忿骂。但嗟瓦砾微，亦以材用舍。徒令瓴甓馀，当擅琼瑰价。士患德不修，不忧老田舍①。
