过三岭苧溪（宋·释清豁）　　七言绝句　押删韵	世人休说行路难，鸟道羊肠咫尺间。珍重苧溪溪畔水，汝归沧海我归山①。
归山吟寄友（宋·释清豁）　　七言绝句　押文韵	聚如浮沫散如云，聚不相将散不分。入郭当时君是我，归山今日我非君①。
