题西岩寺三绝（宋·裴大亮）　　七言绝句　押真韵	清溪如鉴照行人，谷鸟山花景渐新。五马频来无别事，为思江上若邪春。
广慧教寺（宋·裴大亮）　　七言绝句　押元韵	政馀飞棹入烟村，数里菰蒲接寺门。惟爱弁峰供醉眼，役人诗思到黄昏①。
