苦学涪翁夜过其家戏作（宋·舒焕）　　七言绝句　押麌韵	先生堂前雪月苦，弟子读书喧两庑。撞门入室书纵横，蜡纸灯笼似云母①。
和苏子瞻观百步洪原韵（宋·舒焕）	先生何人堪并席，李郭相逢上舟日。残霞明灭日脚沈，水面浮空天一色。磷磷石若铁林兵，翻激奔冲精甲白。岸头旌旗簇五马，一橹飞艎信东下。入夜寒生波浪间，汗衣如逐秋风乾。相忘河鱼互出没，得性沙鸟鸣关关。委蛇二龙乃神物，游乐诸溪诚为难。筑亭种柳恐不暇，天下龙雨须公还①。
