登孤峰（宋·唐绩）　　五言绝句　押删韵	昨浮枉渚水，今上枉人山。想像云深处，先生独往还①。
灵岩寺呈锐公禅师（宋·唐绩）　　七言绝句　押麻韵	一水穿岩走碧沙，沿溪樛木卧龙蛇。分明便是桃源路，不见溪头①流落花。
