宴延和楼即事（宋·赵良嗣）　　七言绝句　押寒韵	建国旧碑朝日暗，兴王故地野风乾。回头笑谓王公子，骑马随军过五銮①。
闻王师入燕（宋·赵良嗣）　　七言绝句　押寒韵	朔风吹雪下鸡山，烛暗穹庐夜色寒。闻道燕山好消息，晓来驿骑报平安①。
