临寂颂（宋·释显嵩）　　押皓韵	八十年中常浩浩，宏开肆货摩尼宝。也无一个共商量，不是山僧收铺早①。
偈（宋·释显嵩）　　押霰韵	昨日罗刹心，今朝菩萨面。罗刹与菩萨，不隔一条线①。
