黯淡院（宋·贾青）　　五言绝句　押侵韵	溪声滩外急，草色两中深。客意自南北，山光无古今①。
钓台（宋·贾青）　　七言绝句　押微韵	万叠层峰夹两溪，雨馀清气却炎晖。何时学得严陵傲，洗尽尘襟卧钓矶①。
