上亭驿（宋·杨子方）　　七言绝句　押麌韵	时平总忽忠臣语，世乱仍遭弄臣侮。至今说到忒郎当，行路犹能痛千古①。
句（宋·杨子方）　　押鱼韵	频看召客趋金马，再见丰年出石鱼（仪门）。
