春暮（清·马子骧）　　七言绝句　押支韵	昨夜轻黄上柳枝，东风吹出一丝丝。明知春色留难住，不解流莺恰怨谁。
征人曲（清·马子骧）　　七言绝句　押灰韵	日暮边城画角哀，千群铁骑猎初回。辽阳不是衡阳郡，一纸曾无雁寄来。
