听涛亭诗（清·郭振遐）　　五言绝句　押青韵	平阳郭居士，来筑听涛亭。他日西山上，长松万叠青。
旅怀（清·郭振遐）　　七言绝句　押庚韵	昨夜窗棂月一痕，凄凉偏照客中情。关山远隔三千里，愁听梅花玉笛声。
