剑（清·沈玉书）　　七言绝句　押尤韵	丰城一剑阅千秋，跃跃寒光射斗牛。却笑功成终弃掷，替人空自报恩仇。
昭君怨（清·沈玉书）　　七言绝句　押真韵	一曲琵琶马上尘，玉关西出为和亲。明妃莫抱千秋恨，尚有长门老死人。
