题黄粱仙迹（清·邹钺）　　七言绝句　押支韵	策马邯郸谒古祠，浮生入梦复谁知。男儿不到封侯日，总是黄粱未熟时。
代人题桐阴课子图小照（清·邹钺）　　七言绝句　押庚韵	崭然头角已峥嵘，一卷传薪卜凤鸣。最是眼前真趣永，树声相和读书声。
