赵北口镫词（清·彭元瑞）　　七言绝句　押虞韵	绕淀长堤柳色苏，初张黄幄奉宸娱。团圞月照冰池上，万顷玻璃一颗珠。
题北宋石经周礼残本（清·彭元瑞）	赤脚仙人下当宁，韩、范、富、欧名世辅。是时海寓久乂安，文治张皇垂掌故。写经镌石立汴都，判者宋祁后王洙。下遴草泽上皇侄，赵、杨、张、谢章暨胡。一行小篆一行隶，贵以古文存古意。点画犹讲《说文》书，体裁不袭经生字。岂意于今六百年，十二版耳仅流传。小长芦叟秀野氏，二三策未见《周官》。法帖谱系《兰亭》考，好事膻芗竞搜讨。书家但解八法工，俗学安知六经宝。一从大盗壅洪流，难向黄河沙底求。独怪当年刻甫毕，便行新法废《春秋》。
