澄江归舟（清·吴廷燮）　　七言绝句　押萧韵	半江斜日送归桡，楚尾吴头入望遥。今夜乡心愁绝处，芦花枫叶暮萧萧。
送燕（清·吴廷燮）　　七言绝句　押齐韵	玉娘湖畔草萋萋，王谢亭台路已迷。惟有雕梁旧时月，随君直度海云西。
