金陵怀古（清·漆璘）　　七言绝句　押微韵	江水滔滔去不归，后庭花谢美人非。多情只有台城柳，犹自东风作絮飞。
漱玉园雨中杂咏（清·漆璘）　　七言绝句　押先韵	濛濛夕照养愁天，古鼎焚香静抚弦。欲绘春光图一幅，桃花宜雨柳宜烟。
