汉使（清·费湛）　　七言绝句　押尤韵	汉使能为凿空游，穷源直尽海西头。槎回惟见支机石，谁向天边问女牛。
偶作（清·费湛）　　七言绝句　押庚韵	夫容湖水野桥平，画里溪山梦里行。依旧晚来留客雨，孤篷听得是离声。
