杨九娘庙（清·孔素瑛）　　七言绝句　押庚韵	杨溪九曲水波平，古庙常留孝女名。今日桔槔声不断，花蚊无迹柳风清。
自题画落花蝴蝶便面（清·孔素瑛）　　七言绝句　押支韵	春去春来花自惜，花开花落蝶应知。年年绿到王孙草，正是花残蝶老时。
