渔村即事（清·符之恒）　　七言绝句　押齐韵	村边软草涴春泥，小雨初晴绿满溪。几幅斜阳挂鱼网，人家多在柳塘西。
晚立永兴寺前望西溪人家云山掩映在梅竹中（清·符之恒）　　押沃韵	山居恋花信，逐境无定属。返照归古寺，幽意静还续。小桥坐流水，平野看衍沃。炊烟袅前村，林影入远瞩。似补梅竹疏，茅茨间几曲。寒云晚更密，濛濛护空绿。镫火接耕廛，鱼虾生计足。卜居他时愿，结邻已共嘱。吾诗盟不忘，僧楼写短烛。
