潮阳道中（清·蓝涟）　　七言绝句　押删韵	潮水初平绿半湾，人家门口举罾还。烟墩东去潮阳路，三面沧波一面山。
南台桥（清·蓝涟）　　七言绝句　押萧韵	四十年前白石桥，大旗风紧马萧萧。行人不管双溪水，流出桥东作海潮。
