寻梅漫兴（清·昌仁）　　七言绝句　押先韵	指月拈花总是禅，悟来原不落啼筌。有人问我西来意，花在枝头月在天。
闻钟（清·昌仁）	但听云外钟，不见云中寺。松下问樵人，遥指云深处。
