捉搦歌（清·陈份）　　押养韵	瓜皮艇子长二丈，小姑十撑九不上。何如泊岸候潮长，免打江心逆流桨。
露筋祠迎神曲（清·陈份）	秋雨兮冥冥，庙门兮水汀。苇叶兮簌簌，茨菇花兮青青。若有人兮美女，佩明珰兮饰翠羽。桂栋兮惠帏，奠之兮椒醑。嗟行露兮无家，萎玉颜兮如花。甘捐生兮江浒，与白璧兮无瑕①。
