有感（清·郑挺）　　七言绝句　押先韵	莫遣黑云遮白日，谁教浊水乱清泉。鼎能自爱方无价，璧有微瑕不值钱。
夜过钓台（清·郑挺）　　七言绝句　押元韵	新主已忘天子贵，先生犹道布衣尊。中兴将相功成后，何不被裘共此村。
