忆王孙 芙蓉（清·王仙媛）	轻红淡粉别鲜妍。开遍盈盈秋暮天。娇逞风流似镜前。惜朱颜。孤另寒江最可怜。
生查子 秋闺（清·王仙媛）	花香爱捲帘，月淡多清暇。独自倚红楼，片片霞光射。暮雀乱深林，昏霭愁长夜。霜冷玉琴收，小胆空帏怕。
