题剑南诗后（清·周天藻）　　七言绝句　押歌韵	归老云门著句多，往年豪气未消磨。杜陵集里收京咏，垂老悬悬望两河①。
病中遣兴（清·周天藻）　　七言绝句　押支韵	量减三蕉众所知，兴来时复一中之。此生颇似灵均醒，也和渊明《止酒》诗①。
