哭亡妇龚孺人二首（清·姚飞熊）　　七言绝句　押支韵	长御瑶琴抚七丝，谁知弦断即今时。文园早死应无憾，尚得文君作诔辞①。
罾鱼（清·姚飞熊）　　七言绝句　押歌韵	罾举溪头凤尾①多，瓦盆贮酒试高歌。不愁今夜仍风雨，借得邻船一领蓑。
