五妃墓（清·王蓝石）　　七言绝句　押元韵	昭君节烈①胜昏昏，冢草长青扫淡痕②。二百年来名不朽，山灵时觉护香魂。
和栖霞先生鸟松阁作（清·王蓝石）　　七言绝句　押东韵	虬龙拱抱拂天雄，倚日凌云气吐虹。画阁巍峨传鸟语，赓诗唱和乐其中。
