舍妹以病中四绝见示，原韵和之（四首录一）（清·朱氏）　　七言绝句　押支韵	心清如水月堪知，病里光阴总强持。且祝维摩香一炷，待他否极泰来时。
白海棠和妹作用原韵（清·朱氏）　　七言绝句　押支韵	清光如许照仙姿，那逊蟾宫第一枝。幽意自怜良夜永，庭阶瘦影月扶持。
