蒋香雪招饮莲亭次鲁畹兰韵赠之（清·赵黻）　　七言绝句　押鱼韵	轩窗高敞暮春初，镇日清谈真旷如。坐久浑忘新月上，竹声人影共萧疏。
雷门吟（清·赵黻）	余姚有余霖，四十老一衿。谒我蕺山麓，涕出悲不任。谓公今诗史，乞为雷门吟。我兄名曰震，雷门乃其字。霖生托遗腹，母老欲见弃。兄嫂争乳之，兄怙嫂则恃。母亡霖六龄，九龄兄授经。霖愚复多病，支拄求蔘苓。病则夺书笈，愈则还镫檠。欲继先子业，恐伤予季情。回忆七龄时，兄子同病疡。戒嫂善视叔，叔愈他何伤。日夕嫂抱持，兄子掷在床。我啼嫂则泣，我笑兄则欢。三十授弟室，黾勉庠序间。嗟我衣上线，嫂泪存斑斑。嗟我笥中书，手泽兄丹铅。兄嫂六十没，合葬上林村。南山宋家隩，有我兄嫂坟。兄以贫废学，为医活千人。活者恸兄死，安得赎其身。霖困蓬蒿中，惧掩兄嫂贤。椎心泣血辞，愿公采斯言。我为一一书，孝义至斯止。愧彼尺布谣，用以资国史。
