删丹道中（清·廖树蘅）　　七言绝句　押齐韵	乌帽东归弱水西，天涯云物怅分携。轻衫短策删丹道，榆叶秋风衬马蹄。
督植棫朴入山拾薪（清·廖树蘅）	汗漫陟秋山，凉风动巾帻。辞柯霜叶乱，溪涧丹黄积。呼儿拾堕薪，少小各勤力。携筐竞奔命，草影穿林隙。叶乾声窸窣，肩压行盘辟。相携返林屋，喜笑声阗溢。承欢到公妪，一一颁枣栗。眷兹真朴情，良用增愉怿。渊明古贤哲，儿躬柴米役。矧余未闻道，生事恒多绌。不凭手足劳，曷由供朝夕。吟成授儿读，聊以示鞭策。
