题画鳜鱼（清·盛百二）　　七言绝句　押支韵	何处春晴系客思，吴娘纤手脍银丝。忆从西塞山前过，正是斜风细雨时。
鲁城二石人歌（清·盛百二）	辞汉金人泪暗滴，何处摸挲叹铜狄。岿然不见鲁灵光，一例西风吹瓦砾。石人乃得全天年，偶立千秋古道边。乐安大守尔谁是，姓氏犹在名无传。古道离离遍禾黍，但向斜阳日延伫。千呼万唤不肯回，忍睹蓬莱变尘土。日暄雨洗换年光，碧藓红萝作绣裳。纸钱飞散白蝴蝶，寒食何人浇酒浆。斫冰词客好事者，独往驱车吊原野。古隶龙文拓寄来，翠墨寒涛我心写。宇文石鼓等儿孙，苦县光和是弟昆。遥知月冷清霜夜，石人相对语精魂。
