万松寺（清·邹云城）　　七言绝句　押冬韵	一片秋光冷万松，松云浓绿沁寒筇。便骑白鹤游天上，缅邈风涛压暮钟。
天香寺（清·邹云城）　　七言绝句　押阳韵	天香何似木樨香，香雨溟濛下石床。说与道人浑不解，倾翻银汉桂为浆。
