吊战场（清·谭吉瑄）　　五言绝句　押先韵	祁连山下草，寂寞少人烟。魂魄千年后，还思渡酒泉①。
寄怀维扬诸子（清·谭吉瑄）	忆昔尝北征，挂席渡扬子。铁瓮城边王气收，三山明灭海云里。一夜西风入广陵，沸天歌地动芜城。千秋万载伤心地，明月高楼酒自倾。诸君意气动南国，甘泉山畔逢颜色。为歌长铗上君堂，感君倾盖开胸臆。高堂灭烛正留宾，燕歌赵舞欢无极。翠釜晶盘金叵罗，珠帘绮阁映微波。筵前未歇莲花舞，道傍忽听《骊驹》歌。骊驹不可驻，新知渐成故。杨柳落邗沟，佳人渺天路。江水东流北固高，冲风骇浪难飞渡。男儿三十未成名，今朝白眼向谁青。萋萋碧草江南陌，两度相思空月明。
