杨妃醉酒（清·李祖训）　　七言绝句　押先韵	沈香亭北赐华筵，饮倒霓裳队里仙。到为禄儿心更醉，宫鹦何故唤朝天。
潜园探梅font  size=-1>（清·李祖训）　　七言绝句　押萧韵	辜负春风暮复朝，主人有福未能消。弄香榭外溶溶月，枉费寻诗载酒瓢。
