沈圭墨（清·吴萃恩）　　七言绝句　押尤韵	二李而还数秀州，乌金十笏豹囊收。对胶莫道坚于石，容易磨人到白头。
曹用笔（清·吴萃恩）　　七言绝句　押文韵	君家誉重建安文，余技中书又策勋。留画丹青引中马，风流长忆故将军。
